BN? True
BN? True
BN? True
BN? True
BN? True
BN? True
BN? True
BN? True
BN? True
BN? True
BN? True
BN? True
batchnorm BN
hidden 6
BN? True
/lfs/hyperturing1/0/echoi1/Random-SignNet/GINESignNetPyG/core/model.py:101: UserWarning: The use of `x.T` on tensors of dimension other than 2 to reverse their shape is deprecated and it will throw an error in a future release. Consider `x.mT` to transpose batches of matrices or `x.permute(*torch.arange(x.ndim - 1, -1, -1))` to reverse the dimensions of a tensor. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3675.)
  rand_out = F.linear(x_r.T.reshape(N*M, -1), self.weight[:, -1:], self.bias) #N*MxF
Epoch: 001, Train Loss: 0.6460, Val: -1.4277, Test: -1.4720, Seconds: 208.4771, Memory Peak: 35731 MB allocated, 45100 MB reserved.
Epoch: 002, Train Loss: 0.4840, Val: -0.5028, Test: -0.5384, Seconds: 222.4134, Memory Peak: 36217 MB allocated, 45314 MB reserved.
Epoch: 003, Train Loss: 0.4601, Val: -0.4888, Test: -0.5257, Seconds: 220.7416, Memory Peak: 36217 MB allocated, 45314 MB reserved.
Epoch: 004, Train Loss: 0.4458, Val: -0.8177, Test: -0.5257, Seconds: 215.9919, Memory Peak: 36217 MB allocated, 45314 MB reserved.
Epoch: 005, Train Loss: 0.4327, Val: -0.4270, Test: -0.4575, Seconds: 220.6234, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 006, Train Loss: 0.4311, Val: -0.6693, Test: -0.4575, Seconds: 217.2281, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 007, Train Loss: 0.4295, Val: -0.8247, Test: -0.4575, Seconds: 216.3808, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 008, Train Loss: 0.4087, Val: -0.7291, Test: -0.4575, Seconds: 218.1433, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 009, Train Loss: 0.4124, Val: -0.8594, Test: -0.4575, Seconds: 218.8503, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 010, Train Loss: 0.3983, Val: -0.5565, Test: -0.4575, Seconds: 218.8086, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 011, Train Loss: 0.4017, Val: -0.5734, Test: -0.4575, Seconds: 219.8834, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 012, Train Loss: 0.3906, Val: -0.6967, Test: -0.4575, Seconds: 215.4785, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 013, Train Loss: 0.3977, Val: -0.3611, Test: -0.3824, Seconds: 226.3507, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 014, Train Loss: 0.3788, Val: -0.4488, Test: -0.3824, Seconds: 217.4471, Memory Peak: 36298 MB allocated, 45314 MB reserved.
Epoch: 015, Train Loss: 0.3777, Val: -0.4898, Test: -0.3824, Seconds: 217.0316, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 016, Train Loss: 0.3787, Val: -0.3531, Test: -0.3490, Seconds: 224.4731, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 017, Train Loss: 0.3739, Val: -0.5683, Test: -0.3490, Seconds: 218.9185, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 018, Train Loss: 0.3529, Val: -0.3973, Test: -0.3490, Seconds: 218.8365, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 019, Train Loss: 0.3541, Val: -0.3784, Test: -0.3490, Seconds: 218.0172, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 020, Train Loss: 0.3487, Val: -0.5354, Test: -0.3490, Seconds: 219.1054, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 021, Train Loss: 0.3442, Val: -0.5298, Test: -0.3490, Seconds: 220.2754, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 022, Train Loss: 0.3351, Val: -0.3374, Test: -0.3597, Seconds: 225.7747, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 023, Train Loss: 0.3479, Val: -0.4274, Test: -0.3597, Seconds: 219.8058, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 024, Train Loss: 0.3314, Val: -0.3533, Test: -0.3597, Seconds: 220.6370, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 025, Train Loss: 0.3289, Val: -0.3975, Test: -0.3597, Seconds: 219.9158, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 026, Train Loss: 0.3144, Val: -0.4719, Test: -0.3597, Seconds: 221.1146, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 027, Train Loss: 0.3338, Val: -0.3318, Test: -0.3367, Seconds: 228.5587, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 028, Train Loss: 0.3068, Val: -0.3408, Test: -0.3367, Seconds: 221.8138, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 029, Train Loss: 0.3143, Val: -0.3506, Test: -0.3367, Seconds: 221.1745, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 030, Train Loss: 0.3259, Val: -0.7297, Test: -0.3367, Seconds: 224.3657, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 031, Train Loss: 0.3244, Val: -0.4352, Test: -0.3367, Seconds: 223.4814, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 032, Train Loss: 0.3252, Val: -0.3132, Test: -0.3099, Seconds: 231.9787, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 033, Train Loss: 0.3117, Val: -0.3490, Test: -0.3099, Seconds: 223.7654, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 034, Train Loss: 0.3102, Val: -0.3022, Test: -0.3157, Seconds: 232.8227, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 035, Train Loss: 0.3112, Val: -0.4594, Test: -0.3157, Seconds: 226.3904, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 036, Train Loss: 0.3074, Val: -0.3857, Test: -0.3157, Seconds: 227.0608, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 037, Train Loss: 0.3031, Val: -0.5173, Test: -0.3157, Seconds: 226.0728, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 038, Train Loss: 0.3117, Val: -0.2956, Test: -0.2959, Seconds: 232.6070, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 039, Train Loss: 0.3269, Val: -0.3733, Test: -0.2959, Seconds: 223.3562, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 040, Train Loss: 0.3110, Val: -0.2676, Test: -0.2686, Seconds: 232.1718, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 041, Train Loss: 0.2985, Val: -0.3376, Test: -0.2686, Seconds: 222.1625, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 042, Train Loss: 0.3012, Val: -0.4102, Test: -0.2686, Seconds: 221.1779, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 043, Train Loss: 0.3072, Val: -0.3379, Test: -0.2686, Seconds: 220.7808, Memory Peak: 36725 MB allocated, 45314 MB reserved.
Epoch: 044, Train Loss: 0.3037, Val: -0.3174, Test: -0.2686, Seconds: 222.0076, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 045, Train Loss: 0.3060, Val: -0.4420, Test: -0.2686, Seconds: 222.6009, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 046, Train Loss: 0.2954, Val: -0.4429, Test: -0.2686, Seconds: 221.0604, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 047, Train Loss: 0.3077, Val: -0.3660, Test: -0.2686, Seconds: 218.4309, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 048, Train Loss: 0.2886, Val: -0.4560, Test: -0.2686, Seconds: 219.8809, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 049, Train Loss: 0.2895, Val: -0.2680, Test: -0.2686, Seconds: 216.9769, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 050, Train Loss: 0.2969, Val: -0.2857, Test: -0.2686, Seconds: 218.8704, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 051, Train Loss: 0.2710, Val: -0.2845, Test: -0.2686, Seconds: 219.7279, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 052, Train Loss: 0.2650, Val: -0.2480, Test: -0.2447, Seconds: 225.7974, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 053, Train Loss: 0.2633, Val: -0.4121, Test: -0.2447, Seconds: 221.1826, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 054, Train Loss: 0.2703, Val: -0.2511, Test: -0.2447, Seconds: 218.9671, Memory Peak: 36725 MB allocated, 45316 MB reserved.
Epoch: 055, Train Loss: 0.2697, Val: -0.2543, Test: -0.2447, Seconds: 218.2581, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 056, Train Loss: 0.2547, Val: -0.2663, Test: -0.2447, Seconds: 217.3665, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 057, Train Loss: 0.2719, Val: -0.3007, Test: -0.2447, Seconds: 217.7855, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 058, Train Loss: 0.2533, Val: -0.2958, Test: -0.2447, Seconds: 217.7571, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 059, Train Loss: 0.2679, Val: -0.2592, Test: -0.2447, Seconds: 217.0855, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 060, Train Loss: 0.2700, Val: -0.2853, Test: -0.2447, Seconds: 219.6085, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 061, Train Loss: 0.2524, Val: -0.2563, Test: -0.2447, Seconds: 217.8902, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 062, Train Loss: 0.2583, Val: -0.2581, Test: -0.2447, Seconds: 216.0158, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 063, Train Loss: 0.2475, Val: -0.2520, Test: -0.2447, Seconds: 216.6217, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 064, Train Loss: 0.2642, Val: -0.5139, Test: -0.2447, Seconds: 216.3693, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 065, Train Loss: 0.2489, Val: -0.2640, Test: -0.2447, Seconds: 214.2400, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 066, Train Loss: 0.2495, Val: -0.3044, Test: -0.2447, Seconds: 215.6982, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 067, Train Loss: 0.2454, Val: -0.2491, Test: -0.2447, Seconds: 213.9327, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 068, Train Loss: 0.2430, Val: -0.2736, Test: -0.2447, Seconds: 214.2335, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 069, Train Loss: 0.2474, Val: -0.2780, Test: -0.2447, Seconds: 213.3578, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 070, Train Loss: 0.2339, Val: -0.2255, Test: -0.2197, Seconds: 220.6496, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 071, Train Loss: 0.2465, Val: -0.2582, Test: -0.2197, Seconds: 211.0317, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 072, Train Loss: 0.2339, Val: -0.2575, Test: -0.2197, Seconds: 210.9835, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 073, Train Loss: 0.2532, Val: -0.2867, Test: -0.2197, Seconds: 211.9478, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 074, Train Loss: 0.2389, Val: -0.2544, Test: -0.2197, Seconds: 211.0232, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 075, Train Loss: 0.2415, Val: -0.2386, Test: -0.2197, Seconds: 210.5423, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 076, Train Loss: 0.2280, Val: -0.3020, Test: -0.2197, Seconds: 209.4474, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 077, Train Loss: 0.2362, Val: -0.2895, Test: -0.2197, Seconds: 210.2694, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 078, Train Loss: 0.2337, Val: -0.2599, Test: -0.2197, Seconds: 209.4561, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 079, Train Loss: 0.2464, Val: -0.2335, Test: -0.2197, Seconds: 208.9587, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 080, Train Loss: 0.2327, Val: -0.2995, Test: -0.2197, Seconds: 208.5297, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 081, Train Loss: 0.2351, Val: -0.2245, Test: -0.2141, Seconds: 216.3274, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 082, Train Loss: 0.2326, Val: -0.3841, Test: -0.2141, Seconds: 208.6461, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 083, Train Loss: 0.2354, Val: -0.2951, Test: -0.2141, Seconds: 209.1800, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 084, Train Loss: 0.2355, Val: -0.2287, Test: -0.2141, Seconds: 208.6840, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 085, Train Loss: 0.2295, Val: -0.2316, Test: -0.2141, Seconds: 209.0650, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 086, Train Loss: 0.2329, Val: -0.2615, Test: -0.2141, Seconds: 210.2234, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 087, Train Loss: 0.2337, Val: -0.2850, Test: -0.2141, Seconds: 209.2684, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 088, Train Loss: 0.2298, Val: -0.3140, Test: -0.2141, Seconds: 208.6822, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 089, Train Loss: 0.2368, Val: -0.2859, Test: -0.2141, Seconds: 210.2173, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 090, Train Loss: 0.2133, Val: -0.2368, Test: -0.2141, Seconds: 209.7362, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 091, Train Loss: 0.2354, Val: -0.3759, Test: -0.2141, Seconds: 209.2582, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 092, Train Loss: 0.2264, Val: -0.2571, Test: -0.2141, Seconds: 211.6921, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 093, Train Loss: 0.2260, Val: -0.2523, Test: -0.2141, Seconds: 209.7585, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 094, Train Loss: 0.2341, Val: -0.2317, Test: -0.2141, Seconds: 210.2810, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 095, Train Loss: 0.2379, Val: -0.3071, Test: -0.2141, Seconds: 210.9970, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 096, Train Loss: 0.2265, Val: -0.2230, Test: -0.2115, Seconds: 215.9632, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 097, Train Loss: 0.2408, Val: -0.2426, Test: -0.2115, Seconds: 210.3258, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 098, Train Loss: 0.2294, Val: -0.2834, Test: -0.2115, Seconds: 213.3977, Memory Peak: 36736 MB allocated, 45316 MB reserved.
Epoch: 099, Train Loss: 0.2348, Val: -0.2326, Test: -0.2115, Seconds: 212.7263, Memory Peak: 36736 MB allocated, 45316 MB reserved.
